old_symbol,new_symbol,last_old_date,first_new_date,entity_name,reason,source_url
300114,302132,20250214,20250217,AVIC Chengdu Aircraft,security_code_change,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-23/446cadc3-e9af-4adb-912c-9f25d17a4607.PDF
